texts,sentiment
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route",negative
"We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th",neutral
"The record date for dividend distribution is March 14 , 2008",neutral
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009",negative
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn,positive
"impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year",positive
"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008",positive
Operating profit for 2009 lower than outlook published earlier,negative
It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators,neutral
"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes",neutral
The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010,neutral
"More than 14,000 customers were left powerless",negative
"impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said",negative
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4,neutral
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008",negative
"At this growth rate , paying off the national debt will be extremely painful",negative
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai",positive
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009",negative
"The markets are almost completely controlled by three banks : Nordea , OP Bank Group , and Sampo",neutral
"It is necessary to strengthen the company 's operations , however",neutral
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009",positive
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland",positive
The new shares entitle their holders to dividends for fiscal 2006,neutral
"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia",neutral
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008",neutral
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit,positive
"DnB Nord of Norway is the `` most likely Nordic buyer '' for Citadele , while Nordea would be a `` good strategic fit '' , according to the document published by Pietiek",neutral
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added",positive
"By the end of 2006 , the number of joint branch offices will total 170",neutral
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year",negative
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees",negative
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai",neutral
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700",negative
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ),positive
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ),neutral
"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres",neutral
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall",negative
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales,positive
' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB,neutral
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn,negative
"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations",neutral
"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe",positive
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005",negative
"According to Barclays , the F-Secure software will protect users from hackers , viruses , spyware and other digital attacks",neutral
Deliveries have started and the network will be ready for a launch soon,positive
"However , the growth margin slowed down due to the financial crisis",negative
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier",negative
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05",positive
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense",neutral
"`` Following last year 's good profit development , we have entered the current year in a good position",positive
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier,positive
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players",neutral
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''@",positive
"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries",neutral
"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another",negative
"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae",neutral
Tikkurila acquired a majority stake in Kolorit Paints in the autumn of 2004,neutral
"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market",neutral
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced",neutral
RSA 's shares closed at 156.9 p at the time of going to press,neutral
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated",positive
The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects,positive
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year,negative
"`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds",positive
"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009",positive
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009",positive
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007",negative
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn",positive
"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals",positive
"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports",negative
' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB,neutral
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros,positive
"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let",neutral
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse,neutral
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres",positive
The agreement strengthens our long-term partnership with Nokia Siemens Networks,positive
"EUR 0.3 mn , compared to EUR 30.9 mn in 2009",negative
The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland,neutral
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn",positive
The sellers were the founders of the company,neutral
Union and company officials did not return calls yesterday,neutral
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007",positive
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company",negative
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million",positive
"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear",positive
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007,positive
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur",positive
"Exports of goods fell by 59 % , and imports by 16.7 %",negative
"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn",negative
"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China",neutral
"To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina",neutral
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts",positive
Earnings per share EPS amounted to EUR0 .01,neutral
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57@",positive
"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent",negative
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September",negative
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors",negative
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains,positive
Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS@,negative
"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas",positive
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006",negative
about the region as a whole,positive
"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year",negative
"The joint venture will invest about EUR 500,000 in production technology straight away",neutral
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months",negative
"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community",neutral
"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment",positive
The EUR17m contract includes both design and construction works,neutral
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars",negative
Cash Flow from Operations for the most recent quarter also reached a eight year low,negative
The offer represents a premium of 24 % over the stock 's closing price on Friday,positive
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below",neutral
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million,positive
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007",positive
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . ''@,neutral
"On 20 March 2006 , Stora Enso refused to comment the news in any way",neutral
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004",negative
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told",negative
Salonen added that data shows producers ' pulp inventories in North America are declining . '@,negative
The company may at any time have in its possession one tenth of all its shares at the maximum,neutral
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc.",neutral
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year,negative
The new policy was also aimed at making the companies more profitable and competitive,positive
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year",positive
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment",neutral
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn",negative
"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers",positive
Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales,negative
"Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market",positive
It estimates the operating profit to further improve from the third quarter,positive
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International",neutral
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year",positive
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150,negative
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005",positive
"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries",neutral
"We also strengthen our existing partnership with Cybercom '' , says Teleste CTO Esko Myllyla",positive
"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members",neutral
"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko",positive
The Finnish group anticipates a sales gain of EUR42m after tax and expenses,positive
"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008",negative
- Profit before taxes was EUR 105.9 82.7 million,neutral
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces,negative
Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007,negative
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden,positive
EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB,negative
"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said",positive
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year",negative
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority",neutral
"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia",positive
Kaupthing forecasts a significant price increase for printing paper in 2007,positive
"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland",positive
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008",negative
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007",neutral
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007",negative
EPS dropped to EUR0 .2 from EUR0 .3,negative
"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain",neutral
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008",negative
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members,negative
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million,negative
Technopolis is Europe 's leading operator of technoparks,positive
"As a result , the company currently anticipates net sales to increase and the operating result to be",positive
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007,neutral
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009",negative
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004,positive
The value of orders on hand totaled EUR 237.1 mn,neutral
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006,negative
The company distributes Hiab 's products as well as other products,neutral
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur,positive
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy,negative
( The acquisition sum has not been disclosed . )@,neutral
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn,positive
The implementation of the deal is subject to the approval by the Finnish Competition Authority,neutral
It will report full-year results on August 22,neutral
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland,neutral
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced",neutral
No financial information was provided,neutral
Arena Partners Oy is a development company for electronic business,neutral
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process,positive
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period",negative
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008",negative
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009,negative
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year",positive
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday",negative
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year",positive
18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine,negative
"Cash flow from operations totalled EUR 2.71 mn , compared to a",negative
Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time,positive
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet,negative
Other details were not provided,neutral
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate,negative
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million",positive
"The closing of the transaction is scheduled to take place on January 10 , 2008",neutral
The issuer is solely responsible for the content of this announcement,neutral
Operating profit improved by 16.7 % to EUR 7.7 mn,positive
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft )",neutral
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009,negative
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan",negative
HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd.,positive
Unit costs for flight operations fell by 6.4 percent,positive
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010",negative
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier",negative
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales",negative
`` We are pleased to welcome Tapeks Noma into Cramo group,positive
"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009",negative
The move was triggered by weak demand for forestry equipment and the uncertain market situation,negative
"production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business",neutral
"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''@",neutral
The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period,negative
The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time,neutral
Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe,neutral
Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS@,negative
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007,negative
"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007",neutral
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004",negative
"Therefore , the company 's 2005 result will remain weaker than that of 2004",negative
"Ethanol would be made from barley , and production could start in 2008",neutral
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker",positive
"When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat",positive
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier",negative
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year",negative
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said",negative
The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses,positive
"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010",negative
"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety",positive
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said",negative
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009",negative
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales",negative
"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems",positive
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007,positive
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008",negative
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales,negative
"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010",neutral
,positive
"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover",negative
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005",positive
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal,positive
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006",positive
The air traffic of Finland has been in stoppage since then,negative
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009",negative
"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue",negative
This is the first time Finnair has been awarded an agreement with the UK government,positive
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005",negative
Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005,neutral
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71,negative
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel,positive
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01,positive
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn",positive
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008,negative
"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy",negative
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet,neutral
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday",negative
The output of the contracts totals 72 MWe,neutral
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million",positive
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development,neutral
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004,negative
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier,negative
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers,negative
The objective of the St. Petersburg office is first to boost the Company 's maintenance business,neutral
"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million",neutral
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier",positive
Incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007,neutral
This PC application allows users to copy files and other data from their Nokia mobile device to their computer as well as create backup content,neutral
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn,positive
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year",positive
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007,negative
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries,positive
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011",negative
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009",positive
"In 2007 , Huhtamaki will continue to invest in organic growth",neutral
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005,negative
"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion",positive
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn",negative
"Department store sales improved by 14 % to EUR 1,070.6 mn",positive
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn",positive
